ride_id,rider_id,driver_id,request_time,pickup_time,dropoff_time,pickup_city,dropoff_city,distance_miles,status,estimated_fare,amount,method,paid_date,driver_static_rating
31162,6819,950,3/6/2023 17:17,3/6/2023 17:29,3/6/2023 17:45,New York,New York,14.27914549,completed,53.54,53.54,cash,3/6/2023 18:44,4.6
31163,9218,1380,5/15/2022 8:59,5/15/2022 9:05,5/15/2022 9:32,Toronto,Los Angeles,5.070401531,cancelled,24.28,0,cash,5/15/2022 10:25,5
31164,1616,259,11/23/2023 13:18,11/23/2023 13:33,11/23/2023 13:41,Montreal,San Francisco,16.15569115,completed,70.33,70.33,Credit Card,11/23/2023 13:47,4.7
31165,1691,356,12/10/2021 15:11,12/10/2021 15:12,12/10/2021 15:21,Ottawa,Montreal,14.77002995,completed,54.77,54.77,cash,12/10/2021 15:40,4
31166,2534,1774,9/27/2023 13:06,9/27/2023 13:13,9/27/2023 14:09,New York,Los Angeles,12.05463109,completed,44.1,44.1,cash,9/27/2023 14:59,4.6
31167,2652,1225,6/19/2024 1:02,6/19/2024 1:03,6/19/2024 1:23,Los Angeles,Montreal,8.02192203,completed,30.46,30.46,voucher,6/19/2024 2:22,4.4
31168,5782,1623,9/1/2021 18:01,9/1/2021 18:08,9/1/2021 18:21,Vancouver,Toronto,2.361216399,cancelled,18.38,0,Credit Card,9/1/2021 19:04,5
31169,2317,417,8/7/2021 13:11,8/7/2021 13:19,8/7/2021 13:24,Boston,Montreal,8.686790858,completed,36.27,36.27,paypal,8/7/2021 13:52,5
31170,9039,1418,6/20/2021 14:50,6/20/2021 15:00,6/20/2021 15:18,Chicago,Calgary,5.648278176,completed,17.86,17.86,cash,6/20/2021 16:09,4.6
31171,1390,679,1/2/2024 20:24,1/2/2024 20:37,1/2/2024 21:20,New York,Boston,16.24268334,completed,66.8,66.8,voucher,1/2/2024 22:15,5
31172,3242,1485,7/16/2022 2:31,7/16/2022 2:36,7/16/2022 3:11,Chicago,San Francisco,12.5330881,completed,49.9,49.9,paypal,7/16/2022 3:37,4.6
31174,7728,739,7/7/2023 10:32,7/7/2023 10:34,7/7/2023 11:14,Montreal,New York,7.332198292,completed,25.36,25.36,voucher,7/7/2023 11:38,5
31175,7453,1225,2/6/2023 0:42,2/6/2023 0:53,2/6/2023 1:03,San Francisco,Montreal,1.621782843,completed,12.47,12.47,paypal,2/6/2023 1:44,4.4
31176,2532,1684,7/31/2024 2:35,7/31/2024 2:43,7/31/2024 3:17,Ottawa,Ottawa,18.36156437,completed,73.37,73.37,paypal,7/31/2024 3:24,4.7
31177,1772,1972,12/23/2024 17:10,12/23/2024 17:20,12/23/2024 17:49,New York,Toronto,4.355822884,completed,13.3,13.3,cash,12/23/2024 18:47,3
31178,511,184,9/19/2021 20:18,9/19/2021 20:32,9/19/2021 21:28,Ottawa,Boston,5.350019263,completed,23.2,23.2,paypal,9/19/2021 22:00,4.7
31179,2870,1410,7/29/2021 22:49,7/29/2021 22:50,7/29/2021 23:19,Vancouver,Calgary,9.637491145,cancelled,39.84,0,paypal,7/29/2021 23:36,4.4
31180,9850,1827,10/20/2021 16:26,10/20/2021 16:33,10/20/2021 16:53,Los Angeles,Los Angeles,11.34626617,complted,50.95,0,cash,10/20/2021 17:09,4
31183,8148,1414,6/24/2023 17:57,6/24/2023 17:59,6/24/2023 18:11,Ottawa,Toronto,6.369070551,completed,30.31,30.31,Credit Card,6/24/2023 18:21,5
31184,8523,920,11/11/2021 5:55,11/11/2021 5:59,11/11/2021 6:05,Ottawa,Los Angeles,5.325164353,completed,18.76,18.76,Credit Card,11/11/2021 6:34,4.6
31185,2197,201,1/31/2024 3:15,1/31/2024 3:18,1/31/2024 3:47,Ottawa,Toronto,16.55958343,completed,74.98,74.98,voucher,1/31/2024 4:10,4.7
31186,6185,1786,12/30/2023 12:41,12/30/2023 12:42,12/30/2023 13:34,San Francisco,New York,5.256813352,completed,19.42,19.42,Credit Card,12/30/2023 13:40,3.8
31187,3182,1983,12/22/2024 7:01,12/22/2024 7:06,12/22/2024 7:16,Los Angeles,Calgary,5.82847627,completed,26.69,26.69,Credit Card,12/22/2024 8:07,4.2
31188,93,210,11/15/2023 7:39,11/15/2023 7:49,11/15/2023 8:06,New York,Ottawa,10.63790125,completed,38.49,38.49,voucher,11/15/2023 8:48,5
31189,6570,1551,9/8/2023 23:02,9/8/2023 23:03,9/8/2023 23:38,New York,Chicago,14.53390831,completed,58.17,58.17,Credit Card,9/9/2023 0:07,4.4
31190,6380,849,12/15/2021 20:20,12/15/2021 20:24,12/15/2021 21:03,Montreal,Toronto,1.572073024,completed,7.68,7.68,cash,12/15/2021 21:06,4.2
31191,7915,469,9/25/2022 7:12,9/25/2022 7:17,9/25/2022 7:37,Vancouver,Calgary,9.339232232,completed,41.07,41.07,paypal,9/25/2022 8:24,4.2
31192,3932,590,5/16/2024 18:40,5/16/2024 18:49,5/16/2024 19:10,Chicago,San Francisco,15.29198305,completed,69.53,69.53,voucher,5/16/2024 19:31,4.1
31193,3897,958,4/12/2023 11:27,4/12/2023 11:41,4/12/2023 12:07,New York,Toronto,11.71908981,completed,44.4,44.4,cash,4/12/2023 13:04,4.7
31194,210,1719,11/18/2024 19:54,11/18/2024 20:04,11/18/2024 20:24,Boston,Boston,7.655312116,completed,35.58,35.58,voucher,11/18/2024 20:59,4.9
31195,9619,103,9/3/2024 4:13,9/3/2024 4:18,9/3/2024 5:06,Ottawa,Los Angeles,11.89928791,completed,52.53,52.53,voucher,9/3/2024 5:10,4.3
31196,5609,1051,1/29/2023 22:53,1/29/2023 23:00,1/29/2023 23:23,Ottawa,Los Angeles,17.03804044,completed,68.76,68.76,paypal,1/29/2023 23:28,4.2
31197,3141,574,10/6/2021 17:32,10/6/2021 17:42,10/6/2021 18:33,Chicago,Vancouver,9.20253023,completed,33.49,33.49,voucher,10/6/2021 19:12,4.4
31198,4346,1755,12/6/2022 4:29,12/6/2022 4:30,12/6/2022 5:14,Ottawa,Chicago,8.02192203,cancelled,40.22,0,paypal,12/6/2022 5:16,4.8
31199,5266,738,6/25/2024 5:41,6/25/2024 5:46,6/25/2024 6:02,New York,Boston,12.84377447,completed,59.58,59.58,Credit Card,6/25/2024 6:13,5
31200,2316,837,7/30/2022 11:36,7/30/2022 11:39,7/30/2022 12:38,New York,New York,17.11881889,completed,69.66,69.66,cash,7/30/2022 13:27,5
31201,8696,1144,2/5/2023 9:03,2/5/2023 9:16,2/5/2023 10:13,Vancouver,Chicago,3.28084805,completed,17.92,17.92,cash,2/5/2023 10:52,4.6
31202,1494,1618,4/24/2022 14:28,4/24/2022 14:40,4/24/2022 14:55,Los Angeles,New York,7.792014118,completed,30.53,30.53,voucher,4/24/2022 15:02,4.1
31203,5397,1766,12/29/2022 4:54,12/29/2022 5:01,12/29/2022 5:22,Ottawa,Boston,9.065828228,completed,36.2,36.2,cash,12/29/2022 5:52,4.1
31204,4792,1284,6/17/2021 3:57,6/17/2021 4:05,6/17/2021 4:24,Los Angeles,New York,12.44609592,completed,59.51,59.51,Credit Card,6/17/2021 5:18,5
31205,9743,1626,7/27/2023 14:02,7/27/2023 14:07,7/27/2023 14:39,San Francisco,Vancouver,18.13165646,completed,77.81,77.81,Credit Card,7/27/2023 15:14,5
31206,7072,1842,1/26/2024 6:08,1/26/2024 6:16,1/26/2024 6:38,Boston,Calgary,14.39720631,cancelled,61.09,0,paypal,1/26/2024 6:45,3.6
31207,1325,760,11/27/2024 9:06,11/27/2024 9:18,11/27/2024 9:33,Boston,Boston,14.2356494,completed,54.59,54.59,paypal,11/27/2024 10:04,4.9
31208,4755,1326,11/8/2021 4:40,11/8/2021 4:41,11/8/2021 5:30,New York,Montreal,13.45893348,cancelled,57.66,0,paypal,11/8/2021 6:04,3.5
31211,3460,1428,9/9/2024 2:39,9/9/2024 2:52,9/9/2024 3:28,Montreal,New York,14.31021413,completed,-54.56,-54.56,voucher,9/9/2024 4:18,3.9
31212,6742,1728,8/1/2023 10:23,8/1/2023 10:28,8/1/2023 10:40,Toronto,Calgary,9.115538047,completed,37.63,37.63,cash,8/1/2023 10:40,4.9
31214,8650,8,8/7/2021 11:35,8/7/2021 11:38,8/7/2021 12:07,Chicago,Toronto,12.12298209,cancelled,46.09,0,Credit Card,8/7/2021 12:54,4.9
31215,1203,660,1/22/2023 13:00,1/22/2023 13:14,1/22/2023 14:01,San Francisco,Montreal,16.91376589,completed,73.22,73.22,paypal,1/22/2023 14:34,4.4
31216,5515,1689,1/4/2023 13:31,1/4/2023 13:46,1/4/2023 14:25,Los Angeles,Toronto,2.802391042,cancelled,13.38,0,Credit Card,1/4/2023 14:41,4.6
31217,177,12,1/15/2023 6:19,1/15/2023 6:30,1/15/2023 7:11,Calgary,Toronto,10.27129134,completed,44.29,44.29,paypal,1/15/2023 8:03,4.3
31218,9006,1618,11/19/2024 5:55,11/19/2024 6:06,11/19/2024 7:01,Chicago,Montreal,15.44732623,completed,64.41,64.41,cash,11/19/2024 7:28,4.1
31219,386,1651,3/7/2022 9:49,3/7/2022 9:59,3/7/2022 10:16,Chicago,Toronto,11.68180745,completed,50.72,50.72,voucher,3/7/2022 10:22,4.8
31220,3491,1795,9/10/2023 19:51,9/10/2023 20:03,9/10/2023 20:39,Ottawa,Los Angeles,9.799048057,completed,38.29,38.29,voucher,9/10/2023 21:08,4.6
31221,6207,1113,2/22/2023 10:47,2/22/2023 10:56,2/22/2023 11:23,Calgary,Montreal,2.174804578,completed,5.98,5.98,Credit Card,2/22/2023 11:49,4.9
31222,4469,192,9/28/2021 9:47,9/28/2021 9:56,9/28/2021 10:01,Chicago,Ottawa,14.83838095,cancelled,58.32,0,paypal,9/28/2021 10:29,4.9
31223,2447,772,4/2/2024 20:54,4/2/2024 21:02,4/2/2024 22:02,San Francisco,Vancouver,5.312736898,completed,24.49,24.49,cash,4/2/2024 22:02,4.2
31224,4746,1536,4/1/2022 3:17,4/1/2022 3:24,4/1/2022 3:29,Calgary,Vancouver,17.99495445,completed,69.8,69.8,cash,4/1/2022 4:08,3.7
31225,3971,1436,7/26/2022 1:22,7/26/2022 1:24,7/26/2022 1:42,New York,Los Angeles,11.54510545,cancelled,54.5,0,cash,7/26/2022 1:50,4.6
31226,1689,173,9/12/2022 5:51,9/12/2022 6:05,9/12/2022 6:30,Toronto,Los Angeles,6.847527558,completed,31.44,31.44,cash,9/12/2022 6:53,4.5
31227,2632,1492,10/20/2021 14:34,10/20/2021 14:48,10/20/2021 15:27,Vancouver,Boston,13.82554339,completed,52.54,52.54,Credit Card,10/20/2021 15:46,5
31228,2109,758,6/12/2024 15:34,6/12/2024 15:38,6/12/2024 16:06,Boston,Boston,7.065008016,completed,34.82,34.82,cash,6/12/2024 16:35,4.6
31229,3217,613,11/27/2024 0:41,11/27/2024 0:43,11/27/2024 1:08,New York,Los Angeles,2.821032224,completed,19.38,19.38,paypal,11/27/2024 1:37,4.6
31230,3723,1560,7/9/2023 22:19,7/9/2023 22:34,7/9/2023 23:31,San Francisco,San Francisco,14.88809077,completed,58,58,paypal,7/10/2023 0:21,4.4
31231,911,577,12/8/2022 6:37,12/8/2022 6:38,12/8/2022 7:23,Boston,Chicago,6.468490189,completed,32.75,32.75,paypal,12/8/2022 8:06,4.6
31232,4136,1718,6/16/2024 17:42,6/16/2024 17:48,6/16/2024 17:57,San Francisco,New York,11.68180745,completed,50.65,50.65,Credit Card,6/16/2024 18:21,4.6
31233,3304,774,3/13/2022 9:13,3/13/2022 9:27,3/13/2022 10:20,Ottawa,Calgary,0.689723738,completed,10.43,10.43,cash,3/13/2022 11:20,5
31234,8887,649,9/8/2022 9:21,9/8/2022 9:24,9/8/2022 9:52,Los Angeles,Calgary,1.454012204,completed,13.58,13.58,cash,9/8/2022 10:41,4.4
31235,852,1243,7/3/2021 2:32,7/3/2021 2:44,7/3/2021 3:08,New York,Ottawa,11.38354854,completed,42.11,42.11,paypal,7/3/2021 3:23,4.2
31236,8444,1646,4/28/2022 11:03,4/28/2022 11:15,4/28/2022 11:23,Boston,Toronto,13.90632185,completed,59.8,59.8,voucher,4/28/2022 11:34,4.7
31237,4675,1583,1/5/2024 17:40,1/5/2024 17:41,1/5/2024 18:31,Calgary,Chicago,1.708775026,completed,2.65,2.65,voucher,1/5/2024 19:26,4
31238,8940,828,6/4/2021 20:05,6/4/2021 20:16,6/4/2021 20:45,Vancouver,Vancouver,15.43489878,cancelled,65.06,0,cash,6/4/2021 20:52,4.2
31240,1266,503,7/20/2023 16:36,7/20/2023 16:37,7/20/2023 17:28,Montreal,Montreal,9.345445959,completed,44.1,44.1,Credit Card,7/20/2023 17:41,3.8
31241,3148,1896,11/25/2022 2:33,11/25/2022 2:45,11/25/2022 3:09,Montreal,Vancouver,11.47054072,cancelled,55.19,0,paypal,11/25/2022 3:22,4.3
31242,4948,393,5/4/2023 21:35,5/4/2023 21:49,5/4/2023 22:43,Toronto,Montreal,10.02895597,completed,42.57,42.57,Credit Card,5/4/2023 23:37,3.8
31243,1557,826,2/14/2022 12:43,2/14/2022 12:51,2/14/2022 13:11,Montreal,Chicago,16.95104826,completed,73.98,73.98,cash,2/14/2022 13:32,5
31244,2723,996,8/9/2023 23:47,8/9/2023 23:50,8/10/2023 0:35,Vancouver,Ottawa,9.562926417,completed,44.66,44.66,paypal,8/10/2023 1:02,4.4
31245,9564,724,6/9/2021 18:32,6/9/2021 18:41,6/9/2021 19:32,Vancouver,Ottawa,7.698808207,completed,36.67,36.67,paypal,6/9/2021 19:44,4.9
31246,8387,1522,10/15/2022 21:18,10/15/2022 21:20,10/15/2022 21:27,Ottawa,Vancouver,5.163607442,completed,-21.12,-21.12,voucher,10/15/2022 21:55,4.8
31247,4617,79,11/19/2021 4:39,11/19/2021 4:54,11/19/2021 5:39,Los Angeles,Chicago,14.09273367,complted,57.14,0,voucher,11/19/2021 6:37,4.5
31248,1397,611,2/3/2023 14:51,2/3/2023 15:00,2/3/2023 15:22,Boston,Ottawa,11.6258839,completed,54.93,54.93,cash,2/3/2023 15:40,4.8
31249,175,1791,12/25/2021 17:50,12/25/2021 18:00,12/25/2021 18:10,Toronto,Calgary,17.47921508,completed,75.14,75.14,cash,12/25/2021 18:24,3.6
31250,3850,287,8/19/2022 6:29,8/19/2022 6:36,8/19/2022 7:22,Los Angeles,Boston,16.94483453,completed,68.21,68.21,Credit Card,8/19/2022 7:42,4.4
31251,1565,1869,7/26/2023 14:57,7/26/2023 15:11,7/26/2023 15:28,Los Angeles,New York,16.9386208,completed,66.26,66.26,Credit Card,7/26/2023 15:55,4
31252,4885,851,10/24/2021 12:58,10/24/2021 13:02,10/24/2021 13:42,Calgary,Montreal,16.49123243,completed,64.13,64.13,Credit Card,10/24/2021 13:49,4.2
31253,3423,618,3/8/2024 19:14,3/8/2024 19:16,3/8/2024 19:31,Ottawa,Boston,12.20376055,cancelled,-45.44,0,voucher,3/8/2024 19:33,4.9
31254,3612,531,3/23/2024 14:08,3/23/2024 14:20,3/23/2024 14:45,Montreal,Chicago,5.244385897,completed,17.82,17.82,cash,3/23/2024 15:00,4.8
31255,5179,376,6/1/2021 17:52,6/1/2021 17:55,6/1/2021 18:50,San Francisco,Vancouver,16.9386208,completed,71.92,71.92,voucher,6/1/2021 19:10,4.1
31256,2421,387,10/4/2022 2:05,10/4/2022 2:15,10/4/2022 2:38,Los Angeles,Calgary,1.62799657,completed,4.47,4.47,cash,10/4/2022 3:27,4.7
31257,5649,531,11/30/2021 1:50,11/30/2021 1:58,11/30/2021 2:56,Calgary,Vancouver,15.19256341,completed,62.17,62.17,voucher,11/30/2021 3:19,4.8
31258,5763,1711,6/6/2022 19:18,6/6/2022 19:25,6/6/2022 20:22,Vancouver,New York,12.16647818,completed,55.8,55.8,Credit Card,6/6/2022 20:24,5
31259,5785,464,4/8/2023 13:05,4/8/2023 13:07,4/8/2023 13:12,Calgary,Ottawa,3.771732511,completed,11.56,11.56,cash,4/8/2023 13:39,4.6
31261,2700,1881,12/27/2024 9:33,12/27/2024 9:47,12/27/2024 10:40,Chicago,Toronto,6.232368549,completed,32.62,32.62,paypal,12/27/2024 11:11,5
31262,5758,724,8/1/2023 18:20,8/1/2023 18:21,8/1/2023 18:46,San Francisco,Los Angeles,5.791193906,completed,32.41,32.41,paypal,8/1/2023 19:16,4.9
31263,8368,1442,5/1/2023 19:50,5/1/2023 19:52,5/1/2023 20:38,Calgary,Toronto,4.032709061,completed,19.63,19.63,paypal,5/1/2023 21:30,5
31264,6230,632,11/29/2024 6:55,11/29/2024 7:10,11/29/2024 7:31,Boston,Vancouver,18.14408391,cancelled,76.89,0,paypal,11/29/2024 7:43,5
31265,132,693,4/6/2023 8:25,4/6/2023 8:34,4/6/2023 9:07,Chicago,Chicago,15.25470068,completed,62.89,62.89,voucher,4/6/2023 9:14,4
31266,5451,1700,7/18/2024 4:27,7/18/2024 4:29,7/18/2024 5:22,San Francisco,Vancouver,7.835510209,completed,37.13,37.13,voucher,7/18/2024 6:00,4.6
31267,6852,1421,9/22/2023 4:58,9/22/2023 5:07,9/22/2023 5:12,San Francisco,Ottawa,15.42247132,completed,70.08,70.08,paypal,9/22/2023 5:46,4.8
31268,4347,1169,2/9/2023 17:21,2/9/2023 17:35,2/9/2023 18:10,Vancouver,Ottawa,12.12919582,cancelled,54.14,0,paypal,2/9/2023 18:48,4.8
31269,1184,1160,1/25/2022 18:05,1/25/2022 18:20,1/25/2022 18:49,San Francisco,Ottawa,14.56497695,completed,66.61,66.61,paypal,1/25/2022 18:50,4.3
31270,9099,506,3/14/2024 21:15,3/14/2024 21:30,3/14/2024 21:57,New York,Vancouver,16.58443834,cancelled,72.68,0,cash,3/14/2024 22:18,4.3
31271,9766,1801,2/25/2023 1:24,2/25/2023 1:37,2/25/2023 2:12,Los Angeles,Boston,14.81352604,completed,55.31,55.31,voucher,2/25/2023 3:12,5
31272,5916,256,8/8/2022 15:12,8/8/2022 15:13,8/8/2022 15:50,Ottawa,Boston,5.840903725,completed,22.56,22.56,Credit Card,8/8/2022 15:52,4.3
31273,408,1475,2/13/2022 22:29,2/13/2022 22:41,2/13/2022 22:54,Montreal,Calgary,16.31103434,cancelled,72.19,0,cash,2/13/2022 23:27,4.1
31274,139,1700,6/11/2021 6:35,6/11/2021 6:49,6/11/2021 7:47,New York,Toronto,9.208743957,completed,45.13,45.13,Credit Card,6/11/2021 8:31,4.6
31275,1162,717,9/24/2023 3:27,9/24/2023 3:28,9/24/2023 3:38,Toronto,New York,15.79529497,completed,59.28,59.28,Credit Card,9/24/2023 3:56,4.6
31276,7951,1919,11/22/2022 16:09,11/22/2022 16:24,11/22/2022 16:54,Boston,Chicago,16.82055998,cancelled,76.69,0,cash,11/22/2022 17:11,4.4
31277,8662,1033,9/12/2024 11:15,9/12/2024 11:21,9/12/2024 11:48,Vancouver,New York,7.071221743,completed,36.41,36.41,voucher,9/12/2024 12:45,4.7
31278,1813,1138,8/26/2021 15:19,8/26/2021 15:21,8/26/2021 16:20,Calgary,Ottawa,6.772962829,completed,30.23,30.23,voucher,8/26/2021 17:08,3.9
31279,9200,600,11/19/2021 7:00,11/19/2021 7:08,11/19/2021 7:36,Ottawa,San Francisco,1.149539563,cancelled,13.78,0,voucher,11/19/2021 8:21,4.7
31280,6241,1404,11/25/2024 23:32,11/25/2024 23:33,11/26/2024 0:08,Los Angeles,New York,8.13998285,completed,35.87,35.87,paypal,11/26/2024 0:58,4.9
31281,3010,1838,8/12/2023 0:07,8/12/2023 0:17,8/12/2023 1:11,New York,New York,6.891023649,completed,30.53,30.53,Credit Card,8/12/2023 2:04,4.6
31282,8271,943,6/21/2023 16:05,6/21/2023 16:11,6/21/2023 16:52,Toronto,Boston,5.020691712,completed,23.26,23.26,paypal,6/21/2023 17:30,4.8
31283,1392,1225,10/27/2021 1:32,10/27/2021 1:39,10/27/2021 2:24,Boston,Ottawa,11.26548772,completed,53.61,53.61,paypal,10/27/2021 2:57,4.4
31284,6973,1693,3/2/2024 17:38,3/2/2024 17:44,3/2/2024 18:02,Boston,New York,3.28084805,cancelled,22.52,0,Credit Card,3/2/2024 18:24,4.9
31286,8416,1229,10/12/2023 10:21,10/12/2023 10:26,10/12/2023 11:24,San Francisco,Toronto,14.88809077,cancelled,62.2,0,cash,10/12/2023 11:41,5
31287,5509,622,2/17/2024 19:54,2/17/2024 20:00,2/17/2024 20:44,Vancouver,New York,15.40383014,completed,65.63,65.63,voucher,2/17/2024 20:46,4.7
31288,6242,1986,2/7/2023 16:29,2/7/2023 16:44,2/7/2023 17:33,Vancouver,Ottawa,10.56333652,cancelled,50.44,0,voucher,2/7/2023 18:02,4.8
31289,4724,555,12/3/2023 2:30,12/3/2023 2:33,12/3/2023 3:18,Los Angeles,Vancouver,13.52728448,completed,61.53,61.53,voucher,12/3/2023 3:31,4.7
31290,4657,1426,12/21/2022 5:51,12/21/2022 6:03,12/21/2022 6:50,Ottawa,San Francisco,11.68802118,cancelled,56.1,0,voucher,12/21/2022 7:03,3.5
31291,9415,298,5/31/2024 16:19,5/31/2024 16:34,5/31/2024 16:41,Ottawa,Vancouver,8.73028695,completed,44.72,44.72,voucher,5/31/2024 16:41,4.7
31292,8558,1774,4/19/2023 7:58,4/19/2023 8:13,4/19/2023 8:23,Los Angeles,Toronto,4.473883704,cancelled,15.13,0,voucher,4/19/2023 9:13,4.6
31293,243,535,9/22/2023 11:16,9/22/2023 11:21,9/22/2023 11:48,Chicago,Toronto,0.932059105,cancelled,13.15,0,voucher,9/22/2023 11:55,4.2
31294,2801,1617,8/30/2024 1:38,8/30/2024 1:47,8/30/2024 2:15,Calgary,Boston,1.199249382,cancelled,10.32,0,Credit Card,8/30/2024 3:13,4.6
31295,7023,105,2/23/2024 5:54,2/23/2024 6:03,2/23/2024 6:15,Boston,Toronto,13.22902556,completed,54.48,54.48,cash,2/23/2024 6:53,4.4
31296,3073,1207,1/16/2023 9:53,1/16/2023 10:03,1/16/2023 10:48,Montreal,Chicago,7.344625747,completed,38.61,38.61,Credit Card,1/16/2023 11:09,4.1
31298,2030,328,2/26/2023 18:30,2/26/2023 18:34,2/26/2023 19:12,Chicago,San Francisco,12.45230964,cancelled,46.48,0,paypal,2/26/2023 19:45,4.9
31299,9878,1227,7/3/2022 2:11,7/3/2022 2:23,7/3/2022 3:09,Ottawa,Boston,13.23523929,completed,51.87,51.87,paypal,7/3/2022 3:38,4.5
31300,1863,1754,4/2/2024 23:58,4/3/2024 0:00,4/3/2024 0:59,San Francisco,San Francisco,13.34087266,cancelled,56.42,0,cash,4/3/2024 1:21,3.6
31301,7400,418,10/17/2023 10:49,10/17/2023 11:04,10/17/2023 11:16,Los Angeles,Ottawa,9.009904681,cancelled,31.63,0,voucher,10/17/2023 11:43,4.6
31302,1190,1958,3/4/2024 5:36,3/4/2024 5:46,3/4/2024 6:12,Los Angeles,San Francisco,13.35951384,completed,52.42,52.42,Credit Card,3/4/2024 6:50,5
31303,6284,1320,8/22/2024 10:47,8/22/2024 10:56,8/22/2024 11:30,Vancouver,Toronto,12.63872146,completed,50.28,50.28,cash,8/22/2024 11:47,4.4
31304,2392,1495,4/2/2023 7:44,4/2/2023 7:55,4/2/2023 8:39,Boston,Chicago,9.712055874,cancelled,40.46,0,cash,4/2/2023 8:59,5
31305,6908,1327,7/11/2023 14:55,7/11/2023 15:04,7/11/2023 15:49,Calgary,Vancouver,10.22158152,completed,-42.79,-42.79,cash,7/11/2023 16:47,4
31306,4088,1927,11/13/2024 19:36,11/13/2024 19:43,11/13/2024 20:10,Montreal,San Francisco,0.91963165,cancelled,1.8,0,cash,11/13/2024 20:20,3.2
31307,2533,913,8/31/2024 16:12,8/31/2024 16:21,8/31/2024 16:34,Los Angeles,Calgary,17.19959735,completed,76.74,76.74,cash,8/31/2024 17:16,4.6
31308,3725,1234,2/9/2022 5:22,2/9/2022 5:28,2/9/2022 5:58,Chicago,Los Angeles,7.642884661,completed,33.31,33.31,voucher,2/9/2022 6:50,5
31310,2821,1346,4/27/2024 13:36,4/27/2024 13:41,4/27/2024 14:15,Chicago,Montreal,6.853741285,completed,24.49,24.49,Credit Card,4/27/2024 14:27,3.8
31311,2430,1656,7/27/2024 0:44,7/27/2024 0:58,7/27/2024 1:56,New York,Toronto,5.263027079,completed,27.51,27.51,voucher,7/27/2024 2:45,4.4
31312,8596,1206,4/24/2023 6:06,4/24/2023 6:10,4/24/2023 6:38,Vancouver,Chicago,5.014477985,completed,22.35,22.35,paypal,4/24/2023 6:41,4.5
31313,7884,1609,10/20/2023 4:26,10/20/2023 4:39,10/20/2023 5:30,Boston,Montreal,18.29942709,completed,80.83,80.83,paypal,10/20/2023 6:04,4.7
31314,1665,921,4/9/2022 17:13,4/9/2022 17:15,4/9/2022 17:52,Ottawa,Chicago,17.17474244,completed,71.89,71.89,cash,4/9/2022 18:46,5
31315,5012,1622,7/31/2021 7:44,7/31/2021 7:58,7/31/2021 8:58,Montreal,New York,14.39720631,completed,67.51,67.51,voucher,7/31/2021 9:04,3.8
31316,4788,1093,11/29/2022 8:31,11/29/2022 8:33,11/29/2022 9:28,Boston,Chicago,9.190102775,cancelled,43.37,0,Credit Card,11/29/2022 9:39,4.9
31317,6948,1067,5/8/2023 12:37,5/8/2023 12:38,5/8/2023 13:17,Boston,Toronto,4.430387612,completed,18.07,18.07,paypal,5/8/2023 14:16,3.9
31318,977,646,10/1/2023 22:50,10/1/2023 23:00,10/1/2023 23:14,Los Angeles,Vancouver,7.325984565,completed,37.31,37.31,paypal,10/1/2023 23:46,4.4
31319,1675,1315,10/14/2023 16:51,10/14/2023 16:59,10/14/2023 17:36,San Francisco,Vancouver,4.952340711,cancelled,22.17,0,Credit Card,10/14/2023 18:27,4.5
31320,5778,1476,12/20/2024 19:36,12/20/2024 19:39,12/20/2024 20:32,Montreal,Ottawa,11.29034262,completed,54.6,54.6,cash,12/20/2024 21:32,4.8
31321,4531,1547,7/31/2022 3:00,7/31/2022 3:11,7/31/2022 3:44,Los Angeles,New York,8.152410305,completed,37.02,37.02,cash,7/31/2022 4:12,4
31322,1335,654,8/26/2024 23:57,8/27/2024 0:12,8/27/2024 0:38,Vancouver,Boston,7.499968931,completed,33.76,33.76,Credit Card,8/27/2024 1:08,3.9
31323,1924,1890,6/1/2024 19:31,6/1/2024 19:35,6/1/2024 19:41,Montreal,Vancouver,14.58983186,complted,68.36,0,paypal,6/1/2024 20:14,4.5
31324,627,722,12/11/2024 21:01,12/11/2024 21:06,12/11/2024 21:44,Los Angeles,New York,2.852100861,completed,12.81,12.81,Credit Card,12/11/2024 22:14,3.6
31325,3707,216,10/19/2024 1:49,10/19/2024 1:56,10/19/2024 2:41,Los Angeles,San Francisco,4.05756397,completed,25.85,25.85,Credit Card,10/19/2024 2:45,4.9
31326,4609,43,7/15/2023 9:00,7/15/2023 9:11,7/15/2023 9:41,Vancouver,Boston,3.37405396,completed,21.4,21.4,Credit Card,7/15/2023 10:38,4.4
31327,8436,1900,7/19/2021 9:18,7/19/2021 9:23,7/19/2021 10:07,Boston,Toronto,6.120521456,completed,30.73,30.73,voucher,7/19/2021 10:44,4.4
31328,6302,1703,6/16/2021 22:21,6/16/2021 22:30,6/16/2021 22:41,Boston,Los Angeles,2.889383225,completed,8.27,8.27,paypal,6/16/2021 23:32,4.8
31329,6490,1291,10/30/2024 3:45,10/30/2024 3:47,10/30/2024 4:45,Vancouver,Vancouver,6.126735183,completed,30.6,30.6,Credit Card,10/30/2024 5:15,4.7
31330,2717,120,7/11/2023 7:12,7/11/2023 7:23,7/11/2023 7:28,Los Angeles,Calgary,3.336771596,completed,17.06,17.06,paypal,7/11/2023 7:44,4.9
